Test - BI (Search)
1 de agosto de 2026 - 31 de agosto de 2026
Día,Campaña,Tipo de campaña,Estado de la campaña,Red (con asociados de búsqueda),Tipo de estrategia de oferta de la campaña,Impr.,Clics,Conversiones,Valor de conv.,Código de moneda,Costo
2026-08-06,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,49,12,1.50,1.50,USD,0.51
2026-08-06,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,268,2,0.00,0.00,USD,0.33
2026-08-07,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,484,150,25.07,25.07,USD,22.13
2026-08-07,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,752,200,34.98,34.98,USD,7.62
2026-08-07,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,11,0,0.00,0.00,USD,0.00
2026-08-07,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,204,3,0.00,0.00,USD,0.95
2026-08-08,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,628,195,36.97,36.97,USD,25.07
2026-08-08,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,906,213,31.08,31.08,USD,8.08
2026-08-08,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,21,0,0.00,0.00,USD,0.00
2026-08-08,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,54,1,0.00,0.00,USD,0.12
2026-08-09,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,533,136,24.00,24.00,USD,39.17
2026-08-09,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,810,193,33.86,33.86,USD,6.99
2026-08-09,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,45,1,0.00,0.00,USD,0.08
2026-08-09,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,256,7,1.00,1.00,USD,0.68
2026-08-10,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,721,134,19.17,19.17,USD,35.43
2026-08-10,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,668,250,62.21,62.21,USD,9.10
2026-08-10,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,28,0,0.00,0.00,USD,0.00
2026-08-10,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,89,3,0.00,0.00,USD,1.73
2026-08-11,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,743,162,44.50,44.50,USD,36.24
2026-08-11,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,020",332,67.75,67.75,USD,10.33
2026-08-11,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,21,1,0.00,0.00,USD,0.03
2026-08-11,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,626,9,0.00,0.00,USD,2.64
2026-08-12,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,951,214,44.94,44.94,USD,62.19
2026-08-12,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,590",396,65.89,65.89,USD,10.48
2026-08-12,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,67,7,2.00,2.00,USD,0.42
2026-08-12,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,528,13,0.00,0.00,USD,3.66
2026-08-13,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,847,185,36.20,36.20,USD,44.83
2026-08-13,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,4,1,0.00,0.00,ARS,1.65
2026-08-13,busqueda duplicado,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,3,0,0.00,0.00,ARS,0.00
2026-08-13,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,417",371,59.00,59.00,USD,12.10
2026-08-13,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,39,2,0.00,0.00,USD,0.05
2026-08-13,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,486,8,1.00,1.00,USD,4.46
2026-08-13,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,36,0,0.00,0.00,ARS,0.00
2026-08-14,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,"1,366",320,40.70,40.70,USD,64.22
2026-08-14,busqueda duplicado,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,66,4,0.00,0.00,ARS,31.77
2026-08-14,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,926,195,19.24,19.24,USD,6.39
2026-08-14,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,93,4,1.30,1.30,USD,0.13
2026-08-14,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,"1,085",39,0.00,0.00,USD,5.94
2026-08-15,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,"1,234",375,23.00,23.00,USD,60.49
2026-08-15,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,49,14,0.02,0.00,ARS,8.11
2026-08-15,busqueda duplicado,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,19,2,0.00,0.00,ARS,12.41
2026-08-15,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,596,99,0.02,0.02,USD,3.09
2026-08-15,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,61,1,0.00,0.00,USD,0.02
2026-08-15,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,ARS,0.00
2026-08-15,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,"1,562",48,0.00,0.00,USD,8.77
2026-08-16,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,828,154,8.00,8.00,USD,68.88
2026-08-16,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,36,6,0.00,0.00,ARS,28.75
2026-08-16,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,912,198,0.00,0.00,USD,11.44
2026-08-16,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,123,1,0.00,0.00,USD,0.02
2026-08-16,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,ARS,0.00
2026-08-16,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,331,10,0.00,0.00,USD,1.66
2026-08-17,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,862,191,9.00,9.00,USD,83.05
2026-08-17,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,114,31,0.00,0.00,ARS,80.04
2026-08-17,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,392",310,0.00,0.00,USD,29.99
2026-08-17,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,35,0,0.00,0.00,USD,0.00
2026-08-17,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,39,0,0.00,0.00,ARS,0.00
2026-08-17,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,867,32,0.00,0.00,USD,7.18
2026-08-18,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,818,143,13.00,13.00,USD,77.61
2026-08-18,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,956,45,3.00,0.00,ARS,117.08
2026-08-18,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,658",350,0.00,0.00,USD,18.41
2026-08-18,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,20,0,0.00,0.00,USD,0.00
2026-08-18,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,52,0,0.00,0.00,ARS,0.00
2026-08-19,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,850,156,17.00,17.00,USD,72.76
2026-08-19,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,733,82,2.00,0.00,ARS,390.04
2026-08-19,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,620",335,2.00,2.00,USD,19.39
2026-08-19,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,14,0,0.00,0.00,USD,0.00
2026-08-19,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,263,0,0.00,0.00,ARS,0.00
2026-08-20,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,745,136,10.00,10.00,USD,73.19
2026-08-20,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,891",268,16.27,0.00,ARS,1778.92
2026-08-20,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,519",323,2.00,2.00,USD,18.88
2026-08-20,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,15,0,0.00,0.00,USD,0.00
2026-08-20,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,161",2,0.00,0.00,ARS,4.91
2026-08-21,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,962,216,19.00,19.00,USD,73.97
2026-08-21,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,252","1,177",86.63,0.00,ARS,8898.70
2026-08-21,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,641,151,4.00,4.00,USD,12.58
2026-08-21,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,53,1,0.00,0.00,USD,0.09
2026-08-21,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,942",3,0.00,0.00,ARS,12.26
2026-08-21,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,9,0,0.00,0.00,ARS,0.00
2026-08-22,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,522,145,15.00,15.00,USD,60.18
2026-08-22,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,347","1,183",41.58,0.00,ARS,14416.24
2026-08-22,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,735,251,25.00,25.00,USD,15.01
2026-08-22,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,95,3,0.00,0.00,USD,0.50
2026-08-22,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"6,370",47,1.24,0.00,ARS,285.05
2026-08-22,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,106,4,0.00,0.00,ARS,20.31
2026-08-23,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,568,108,9.00,9.00,USD,53.54
2026-08-23,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"20,431","2,248",80.33,0.00,ARS,48789.40
2026-08-23,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,674,231,18.00,18.00,USD,15.01
2026-08-23,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,221,5,0.00,0.00,USD,0.24
2026-08-23,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"7,442",67,5.00,0.00,ARS,593.84
2026-08-23,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,511,6,0.00,0.00,ARS,21.04
2026-08-24,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,481,107,11.98,11.98,USD,65.62
2026-08-24,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"10,999","1,445",66.86,0.00,ARS,24790.49
2026-08-24,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,963,366,48.33,48.33,USD,20.48
2026-08-24,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,96,0,0.00,0.00,USD,0.00
2026-08-24,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"12,556",64,1.00,0.00,ARS,492.52
2026-08-24,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,160,5,0.00,0.00,ARS,36.60
2026-08-25,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,558,173,47.00,47.00,USD,58.48
2026-08-25,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"11,761","1,323",64.05,0.00,ARS,25678.93
2026-08-25,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,927,355,54.67,54.67,USD,13.93
2026-08-25,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,72,6,0.00,0.00,USD,1.53
2026-08-25,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"8,699",80,2.00,0.00,ARS,925.95
2026-08-25,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,"15,405",474,7.00,0.00,ARS,5188.36
2026-08-26,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,653,195,46.00,46.00,USD,60.58
2026-08-26,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"10,280","2,421",123.80,1.00,ARS,52729.21
2026-08-26,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,997,386,57.00,57.00,USD,15.04
2026-08-26,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,73,0,0.00,0.00,USD,0.00
2026-08-26,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,066",12,0.00,0.00,ARS,168.77
2026-08-26,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,12,0,0.00,0.00,USD,0.00
2026-08-26,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,1,0,0.00,0.00,ARS,0.00
2026-08-27,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,215,36,5.00,5.00,USD,50.46
2026-08-27,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,191","1,399",59.64,0.00,ARS,19501.02
2026-08-27,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,073",434,53.00,53.00,USD,13.93
2026-08-27,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,44,0,0.00,0.00,USD,0.00
2026-08-27,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,468,6,1.00,0.00,ARS,36.59
2026-08-27,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,109,0,0.00,0.00,USD,0.00
2026-08-27,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,2,0,0.00,0.00,ARS,0.00
2026-08-28,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,203,25,3.00,3.00,USD,50.00
2026-08-28,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"8,741","2,018",108.11,0.00,ARS,29027.61
2026-08-28,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,808,195,0.00,0.00,USD,7.21
2026-08-28,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,34,1,0.00,0.00,USD,0.12
2026-08-28,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,384,3,8.00,0.00,ARS,51.04
2026-08-28,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,47,0,0.00,0.00,USD,0.00
2026-08-29,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,272,46,5.00,5.00,USD,59.89
2026-08-29,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,691",350,24.47,0.00,ARS,4474.64
2026-08-29,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,531,129,0.00,0.00,USD,4.59
2026-08-29,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,9,0,0.00,0.00,USD,0.00
2026-08-29,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,85,2,0.00,0.00,ARS,4.54
2026-08-29,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,150,5,0.00,0.00,USD,0.73
2026-08-30,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,273,38,1.00,1.00,USD,44.40
2026-08-30,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,518",349,15.84,0.00,ARS,5216.85
2026-08-30,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,533,163,0.00,0.00,USD,3.35
2026-08-30,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,7,0,0.00,0.00,USD,0.00
2026-08-30,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,128,1,0.00,0.00,ARS,5.27
2026-08-30,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,"1,005",22,0.00,0.00,USD,6.71
2026-08-30,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,1,0,0.00,0.00,ARS,0.00
2026-08-31,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,285,29,1.00,1.00,USD,36.40
2026-08-31,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"10,815","2,317",147.93,0.00,ARS,64906.87
2026-08-31,Búsqueda - TV Satelital - DIRECTV - Venta,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,479",411,0.00,0.00,USD,14.29
2026-08-31,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-31,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,500",15,1.00,0.00,ARS,372.99
2026-08-31,Búsqueda - Landing Directv Dismardis,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,529,30,0.00,0.00,USD,4.47
2026-08-31,clientes potenciales - busqueda MCC,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,"2,934",330,52.09,0.00,ARS,14109.10
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"18,285","7,963",235.88,"30,339,177.42",ARS,997888.49
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"147,708","1,322",37.28,"4,925,257.41",ARS,302821.38
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"1,663,786","5,726",1.00,"159,500.00",ARS,390184.82
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"81,378",807,31.00,"4,156,948.10",ARS,312235.06
2026-08-01,UY_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"1,216",422,3.63,"13,769.15",USD,84.66
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,002",25,0.00,0.00,ARS,874.20
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"22,701",791,0.00,0.00,ARS,6435.12
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"78,927","1,891",0.00,0.00,ARS,28867.68
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"16,146",107,0.00,0.00,ARS,1609.88
2026-08-01,UY_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,262,7,0.00,0.00,USD,0.25
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,40,3,0.00,0.00,ARS,160.89
2026-08-01,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,644,11,0.00,0.00,ARS,257.64
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"22,051","12,926",533.38,"69,566,577.42",ARS,1295376.07
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"245,353","4,066",167.22,"22,239,314.61",ARS,937789.48
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"2,401,296","8,479",3.94,"357,889.75",ARS,416644.47
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"41,382","1,385",88.83,"13,600,084.63",ARS,312005.53
2026-08-02,UY_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"1,259",809,10.67,"41,040.61",USD,91.24
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,733,19,1.00,"31,900.00",ARS,471.07
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"19,388",540,0.00,0.00,ARS,4850.49
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"138,108","3,117",0.00,0.00,ARS,39712.48
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"11,414",68,0.00,0.00,ARS,1298.76
2026-08-02,UY_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,343,6,0.00,0.00,USD,0.32
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,21,1,0.00,0.00,ARS,72.52
2026-08-02,ARG_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,359,7,0.00,0.00,ARS,264.32
