Test - BI (Search)
1 de agosto de 2026 - 31 de agosto de 2026
Día,Campaña,Tipo de campaña,Estado de la campaña,Red (con asociados de búsqueda),Tipo de estrategia de oferta de la campaña,Impr.,Clics,Conversiones,Valor de conv.,Código de moneda,Costo
2026-08-01,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,877",430,165.00,"181,709.52",ARS,107276.05
2026-08-01,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,093",567,271.18,"27,665.30",USD,110.50
2026-08-01,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,312,12,0.00,0.00,ARS,1438.12
2026-08-01,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,182,5,0.00,0.00,USD,0.19
2026-08-02,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,396",875,208.97,"182,018.26",ARS,174459.02
2026-08-02,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,433",663,251.11,"15,396.77",USD,115.15
2026-08-02,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,623,10,2.00,"2,000.00",ARS,1247.44
2026-08-02,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,231,5,0.00,0.00,USD,0.26
2026-08-03,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,065",498,141.54,"145,243.97",ARS,191264.54
2026-08-03,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,876",567,290.17,"30,666.81",USD,126.86
2026-08-03,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,304,13,2.00,"2,000.00",ARS,3732.24
2026-08-03,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,143,4,0.00,0.00,USD,0.21
2026-08-04,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,358",544,289.26,"27,352.44",USD,127.17
2026-08-04,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,202,5,0.00,0.00,USD,0.16
2026-08-05,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,229",614,313.56,"30,958.74",USD,136.33
2026-08-05,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,174,2,0.00,0.00,USD,0.08
2026-08-06,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"4,007",550,222.99,"22,777.76",USD,116.07
2026-08-06,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,187,4,0.00,0.00,USD,0.15
2026-08-07,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,887",618,285.14,"20,824.55",USD,129.48
2026-08-07,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,362,7,0.00,0.00,USD,0.27
2026-08-08,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,692",541,209.98,"17,691.02",USD,128.36
2026-08-08,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,318,2,0.00,0.00,USD,0.10
2026-08-09,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,109",701,228.12,"17,713.96",USD,151.48
2026-08-09,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,390,8,3.00,400.00,USD,0.43
2026-08-10,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,329",408,170.74,"18,473.03",USD,103.13
2026-08-10,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,169,2,0.00,0.00,USD,0.06
2026-08-11,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,933",357,155.98,"16,147.74",USD,89.33
2026-08-11,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,108,2,0.00,0.00,USD,0.06
2026-08-12,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,150",160,24.00,"9,380.00",ARS,30909.70
2026-08-12,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,714",382,184.53,"17,583.17",USD,108.71
2026-08-12,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,87,0,0.00,0.00,ARS,0.00
2026-08-12,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,143,1,2.00,0.00,USD,0.04
2026-08-12,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,21,0,0.00,0.00,ARS,0.00
2026-08-13,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,818",771,198.36,"190,658.90",ARS,414650.82
2026-08-13,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,399",329,181.98,"18,256.07",USD,106.05
2026-08-13,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,978,9,0.00,0.00,ARS,306.55
2026-08-13,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,95,0,0.00,0.00,USD,0.00
2026-08-13,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,549,5,0.00,0.00,ARS,406.26
2026-08-14,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,733",491,181.62,"192,439.27",ARS,264600.24
2026-08-14,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,227",380,211.96,"19,453.96",USD,117.60
2026-08-14,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,550,7,3.00,"3,000.00",ARS,4773.72
2026-08-14,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,127,1,2.00,0.00,USD,0.14
2026-08-14,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,29,1,0.00,0.00,ARS,141.54
2026-08-15,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,389",369,98.96,"105,531.86",ARS,269815.87
2026-08-15,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,775",441,227.30,"19,772.21",USD,120.30
2026-08-15,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,596,5,1.00,"1,000.00",ARS,2058.89
2026-08-15,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,236,5,1.00,0.00,USD,0.36
2026-08-16,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,397",475,101.16,"92,451.14",ARS,170292.02
2026-08-16,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,026",487,249.89,"16,868.61",USD,122.13
2026-08-16,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,051",10,0.00,0.00,ARS,488.93
2026-08-16,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,265,4,0.00,0.00,USD,0.20
2026-08-17,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,685",537,109.34,"109,176.63",ARS,291695.13
2026-08-17,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,224",345,166.64,"12,512.64",USD,86.51
2026-08-17,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"7,968",56,2.00,"2,270.00",ARS,3761.48
2026-08-17,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,228,1,0.00,0.00,USD,0.04
2026-08-18,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,513",359,104.66,"108,084.84",ARS,251705.19
2026-08-18,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,168",539,294.15,"25,095.82",USD,124.73
2026-08-18,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,026",6,0.00,0.00,ARS,657.65
2026-08-18,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,114,0,0.00,0.00,USD,0.00
2026-08-19,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,756",390,116.98,"115,429.88",ARS,256769.92
2026-08-19,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,821",559,257.00,"19,016.11",USD,123.87
2026-08-19,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,684,7,1.00,"1,000.00",ARS,1567.69
2026-08-19,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,227,3,0.00,0.00,USD,0.12
2026-08-20,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,196",720,228.98,"265,957.28",ARS,253282.66
2026-08-20,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,236",560,266.75,"26,652.23",USD,128.74
2026-08-20,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,325",5,0.00,0.00,ARS,323.79
2026-08-20,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,246,7,2.00,480.00,USD,0.41
2026-08-21,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,852",610,193.83,"226,763.56",ARS,257713.58
2026-08-21,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,755",527,221.11,"20,714.44",USD,121.51
2026-08-21,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,884,10,1.00,"1,000.00",ARS,1340.07
2026-08-21,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,274,4,0.98,0.00,USD,0.14
2026-08-22,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"8,511",599,163.25,"171,353.27",ARS,214756.74
2026-08-22,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,619",717,296.92,"21,414.80",USD,138.74
2026-08-22,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,250",11,0.00,0.00,ARS,1266.05
2026-08-22,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,445,8,2.66,0.00,USD,0.33
2026-08-23,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"22,524","1,658",247.39,"215,671.52",ARS,391999.85
2026-08-23,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,246",745,279.01,"16,631.97",USD,121.07
2026-08-23,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"3,032",42,1.00,"1,310.00",ARS,1853.37
2026-08-23,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,459,6,0.00,0.00,USD,0.48
2026-08-24,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,370",437,128.79,"144,133.75",ARS,352945.67
2026-08-24,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,847",517,257.49,"26,624.65",USD,131.40
2026-08-24,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,769,3,0.00,0.00,ARS,280.85
2026-08-24,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,250,5,0.00,0.00,USD,0.22
2026-08-25,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,829",724,215.02,"239,903.19",ARS,367339.14
2026-08-25,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,597",508,263.71,"23,944.00",USD,133.99
2026-08-25,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,795",18,1.00,"1,000.00",ARS,3601.12
2026-08-25,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,264,5,2.00,800.00,USD,0.20
2026-08-26,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,132",667,186.77,"207,029.29",ARS,321955.36
2026-08-26,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"4,232",493,244.82,"22,961.36",USD,136.97
2026-08-26,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,756",14,1.00,"1,310.00",ARS,421.07
2026-08-26,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,243,2,3.00,0.00,USD,0.16
2026-08-27,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,793",413,126.00,"141,300.14",ARS,175850.52
2026-08-27,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"4,065",517,217.10,"16,736.53",USD,120.09
2026-08-27,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,091",5,1.00,"1,000.00",ARS,1095.56
2026-08-27,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,295,1,0.00,0.00,USD,0.03
2026-08-28,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,820",353,122.49,"140,877.61",ARS,117389.44
2026-08-28,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,769",442,196.57,"16,274.82",USD,106.68
2026-08-28,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,472,4,2.00,"2,000.00",ARS,713.32
2026-08-28,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,265,4,0.00,0.00,USD,0.27
2026-08-29,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,653",257,77.00,"90,908.07",ARS,102516.10
2026-08-29,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"4,374",598,290.77,"23,359.00",USD,168.40
2026-08-29,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,351,3,0.00,0.00,ARS,40.88
2026-08-29,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,792,10,0.00,0.00,USD,0.46
2026-08-30,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,893",549,92.54,"103,358.47",ARS,95111.96
2026-08-30,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"2,240",726,296.95,"21,980.55",USD,168.61
2026-08-30,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,"1,479",19,0.00,0.00,ARS,643.82
2026-08-30,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,650,6,0.00,0.00,USD,0.29
2026-08-31,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,061",428,75.68,"78,369.42",ARS,166092.03
2026-08-31,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar valor de conversión,"3,243",489,262.93,"28,415.36",USD,170.34
2026-08-31,ARG_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,617,8,3.00,"3,000.00",ARS,1907.96
2026-08-31,CO_DTH_PERF_GOOGLE ADS_AlwaysOn-CONV__Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar valor de conversión,471,11,3.11,92.00,USD,0.57
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,"2,309",284,9.00,9.00,USD,61.99
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,865,63,3.00,3.00,USD,30.86
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,548",37,2.00,2.00,USD,56.57
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,130,2,0.00,0.00,USD,0.04
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,92,2,0.00,0.00,USD,0.13
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,33,1,0.00,0.00,USD,0.10
2026-08-01,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,"1,057",288,13.00,13.00,USD,52.00
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,"1,072",97,4.00,4.00,USD,28.54
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,634",49,2.00,2.00,USD,56.57
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,98,0,0.00,0.00,USD,0.00
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,88,0,0.00,0.00,USD,0.00
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,46,0,0.00,0.00,USD,0.00
2026-08-02,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Red de Display de Google,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-03,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,665,43,1.00,1.00,USD,8.39
2026-08-03,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Búsqueda de Google,Maximizar conversiones,251,18,2.00,2.00,USD,10.59
2026-08-03,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONQ_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,857",50,4.00,4.00,USD,71.80
2026-08-03,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,20,0,0.00,0.00,USD,0.00
2026-08-03,CL_INTERNET_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads _,Búsqueda,Detenida,Asociados de búsqueda,Maximizar conversiones,25,0,0.00,0.00,USD,0.00
